title,duration,imdb_rating,directors,writers,cast,genres,release_date,languages,production_companies
Loktantra: Power of the People,,8.7,"['Aman Sharma', 'Taapas Mehra']","['Manoj Doria', 'Taapas Mehra']","['Narendra Dhawan', 'Manoj Doria', 'Akshat Kumar', 'Ayush Mehra', 'Mukul Raj Mehra', 'Taapas Mehra', 'Lav Palangder', 'Kapil Shandilya', 'Divya Sharma', 'Sonu Yadav']","['Political Drama', 'Drama']","November 23, 2024 (India)",['Hindi'],[]
Hisaab Barabar,,7.9,['Ashwani Dhir'],"['Ashwani Dhir', 'Ritesh Shastri']","['Madhavan', 'Neil Nitin Mukesh', 'Kirti Kulhari', 'Rashami Desai', 'Sukumar Tudu', 'Sachin Viddrrohi', 'Asad Alvi', 'Prem Anand', 'Akshay Bhagat', 'Shaunak Duggal', 'Imran Hasnee', 'Rajesh Jais', 'Jitender', 'Ishtiyak Khan', 'Anil Pandey', 'Mahendra Rajput', 'Faisal Rashid', 'Bondip Sarma']","['Comedy', 'Drama', 'Thriller']","January 24, 2025 (India)",['Hindi'],['SP CineCorp']
Maa Kaali,,,['Vijay Yelakanti'],"['Amarnath Jha', 'Vijay Yelakanti']","['Abhishek Singh Ias', 'Raima Sen', 'Sundip Ved']",[],2025 (India),['Hindi'],['People Media Factory']
Metro... In Dhino,,7.1,['Anurag Basu'],"['Anurag Basu', 'Samrat Chakraborty']","['Anupam Kher', 'Ali Fazal', 'Kay Kay Menon', 'Aditya Roy Kapoor', 'Pankaj Tripathi', 'Sara Ali Khan', 'Konkona Sen Sharma', 'Fatima Sana Shaikh', 'Rahul Bose', 'Neena Gupta', 'Shaleen Bhanot', 'Rohan Gurbaxani', 'Rohit Roy', 'Bharat Thakker', 'Virendra Saxena', 'Bhaumik Ahir', 'Rukh Nabeel', 'Himanshu Jaykar']","['Drama', 'Romance']","November 29, 2024 (India)",['Hindi'],"['Anurag Basu Productions', 'T Series']"
Narrakk Bhogna Abhi Baki Hai,,,['Rahul K Singh'],['Rahul K Singh'],"['Rohit Choudhary', 'Dipti Dhotre', 'Abhishek Duhan', 'Priitamm Jaiswal', 'Brijendra Kala', 'Sharon Pandey', 'Subha Rajput', 'Abhimanyu Singh']",['Drama'],November 2024 (India),['Hindi'],"['JP Star Pictures', 'Kartik Films']"
PYCY (pyaar vyaar Chhodd Yaar),,,['Aman Batra'],"['Aman Batra', 'Suniil Raoo']","['Poorvi Chabbra', 'Animesh Pandey', 'Suniil Raoo']",['Comedy'],"December 1, 2024 (India)",['Hindi'],[]
Body,,,['Abhijit Mazumdar'],['Abhijit Mazumdar'],"['Khushboo Upadhyay', 'Uday Chandra', 'Sandeep Shridhar Dhabale', 'Kritika Pande', 'Shivam Parekh', 'Amol Deshmukh', 'Manoj Sharma', 'Sunil Shanbag', 'Jatin Negi']",['Drama'],"December 14, 2024 (India)",['Hindi'],['Rough Work Films']
Kya Masti Kya Dhoom,,3.5,"['Chandrakant Singh', 'Ali Shah']",['M. Salim'],"['Abhishek Bajaj', 'Musskan Sethi', 'Anant Vidhaat', 'Eshanya Maheshwari', 'Sanjay Mishra', 'Johny Lever', 'Vijay Raaz', 'Hemant Pandey', 'Vineet Sharma', 'Aakkash Dabhade', 'Vijay Singh']",['Comedy'],"December 17, 2024 (India)",['Hindi'],"['Big Bat Films', 'C.K Arts']"
Sir Syed Ahmad Khan the Messiah,,,[],"['Shoaib Choudhary', 'Mutyim Kamalee']","['Javed Abedi', 'Syed Sahil Agha', 'Akshay Anand', 'Shoaib Choudhary', 'Nilofar Gesawat', 'Mohammed Yaqub Ghauri', 'Syed Ubaid Hussain', 'Azhar Iqbal', 'Naiyar Jafri', 'Swayam Joshi', 'Shahid Kabeer', 'Irfan Razaa Khan', 'Kashif Khan', 'Nasir Ali Khan', 'Ajay Mahendru', 'Deepak Parashar', 'Mohammad Gelani Pasha', 'Nawab Fardeen Rasheed']",['Drama'],"December 19, 2024 (India)","['Hindi', 'Urdu']",[]
Finding Pushpa,,,[],[],[],['Comedy'],"December 19, 2024 (India)",['Hindi'],[]
Mahi and Jigar,,,['Melissa Raju Thomas'],['Melissa Raju Thomas'],['Melissa Raju Thomas'],['Drama'],"December 19, 2024 (India)",['Hindi'],[]
Oye Bhootni Ke,,8.1,['Ajay Kailash Yadav'],"['Tanuraj Adhikari', 'Nitin Raikwar', 'Abhishek Talented']","['Mimoh Chakraborty', 'Nikita Sharma', 'Diana Khan', 'Aditya Kumar', 'Tripurari Yadav', 'Amit Kb Sinha', 'Jeet Raidutt', 'Ashoka Thackur', 'Rohit Suryavanshi', 'Brijesh Karanwal', 'Pinel Babu', 'Aryavart Mishra', 'Jitendra Yadav']","['Comedy', 'Horror']","December 25, 2024 (India)",['Hindi'],[]
Mission Bharatam,,,['Arjun Raaj'],['Arjun Raaj'],"['Abhilash Chaudhary', 'Gaurav Daagar', 'Vikram Kochhar', 'Sabby Suri', 'Heramb Tripathi']",['Action'],"December 25, 2024 (India)",['Hindi'],['RD Bioscope']
Backfire,,,['Ashok K Mishra'],['Ghalib Asad Bhopali'],"['Sandeepa Dhar', 'Karan Singh Grover', 'Kay Kay Menon', 'Neil Nitin Mukesh', 'Hiten Patel', 'Jackie Shroff']",['Mystery'],December 2024 (India),['Hindi'],['Vision Corporation']
Me and You,,,['Shreyansh Pratihar'],"['Ashish Noel', 'Shreyansh Pratihar', 'Shubh Soni']","['Shubh Soni', 'Aditi Singh', 'Pallavi Singh', 'Ajay Sharma', 'Gaurav Khetterpal', 'Vivaan Mittal', 'Rishi Bawa']",['Romance'],December 2024 (United States),['Hindi'],['First Clap Motion Pictures']
Love Is Forever,,,['S. Shriniwas'],['Rashid Kanpuri'],"['Garima Agarwal', 'Reeta Mandal', 'Rahul Prajapati']",['Drama'],2024 (India),['Hindi'],[]
Cocaine,,,['Shravan Tiwari'],['Shravan Tiwari'],"['Abhimanyu Singh', 'Ashok Samarth', 'Nissar Khan', 'Uday Tikekar', 'Mushtaq Khan', 'Alok Pandey']",['Thriller'],December 2024 (India),['Hindi'],"['Amelie Films', 'Jahn Studio']"
Sant Tukaram,,,"['Aditya Om', 'Alok Jain']",[],"['Subodh Bhave', 'Sheena Chohan', 'Mannveer Choudharry', 'Hemal Dhariya', 'Arun Govil', 'Mukesh Khanna', 'Akbar Sami', 'Gauri Shankar', 'Brijeshwar Singh', 'Gauri Shankar Singh', 'RJ Rahul Singh', 'Shiva Suryavanshi']",['Biography'],2024 (India),['Hindi'],['Purushottam Studios']
Zeenat,,,['Shivkumar Swami'],['Shivkumar Swami'],"['Saagar Choksi', 'Natharam Dewasi', 'Shrestha Mishra', 'Chintan R Rachh', 'Raj R Shinde', 'Anushi Singh', 'Raju Srivastava', 'Mahima Waghmode']",['Drama'],2024 (India),['Hindi'],['Kutumba Mitra Production']
Moral Cop,,,['Pawan Kumar'],['Pawan Kumar'],"['Yajuvendra Pratap Singh', 'Pratiksha Singh', 'Rajesh Jais', 'Jahangir Khan', 'Sunil Bhargav', 'Aarav Shukla', 'Pankaj Titoria', 'Satish Trivedi', 'Narendra Panjwani', 'Amresh Aryan', 'Tushar Acharya', 'Shruti Bhattacharya', 'Ram Gangwar', 'Digvijay Singh Gurbat', 'Ramesh C Pathak', 'Anchit Prakash', 'Manish Rajput', 'Devika Singh']",['Drama'],2024 (India),['Hindi'],"['Stuti Entertainment', 'Shreenika Films']"
Ghubar,,,['Swaminathan Sridhar'],['Swaminathan Sridhar'],"['Vijay Kumar', 'Vivek Pandey', 'Jitendra Rana', 'Kopal Jain', 'Shubham Pathak', 'Alankriti Shrivastava', 'Devanshi Shrivastava', 'Ayush Palia', 'Nikhilesh Thakur', 'Gourav Saini', 'Shivanshu Mehta', 'Parag Telang', 'Shashank Soni', 'Manish Tiwari', 'Gajnish Vaidya', 'Aradhna Paraste', 'Satyendra Rawat', 'Rituraj Tiwari']","['Crime', 'Mystery']",2024 (India),['Hindi'],['Pictures MP20 Entertainment']
The Money Collector,,,['Palaash Muchhal'],['Palaash Muchhal'],"['Kurangi Vijayshri Nagraj', 'Elsa Nilaj', 'Sandra']",['Drama'],2024 (India),['Hindi'],[]
Aveer,,,['Suzad Iqbal Khan'],[],"['Mir Sarwar', 'Amit Antil', 'Nibha Singh', 'Ahmer Haider', 'Sanam Zeya']",['Romance'],,['Hindi'],['Shalimar Productions']
#Star,,,['Manshendra Singh Kailey'],['Manshendra Singh Kailey'],"['Garima Shevi', 'Suraj Kumar', 'Dimple Sharma', 'Krishan Rathee', 'Ayy Jay', 'Tarun Rishi']",[],2024 (India),['Hindi'],"['Anand Cassette Industries', 'Kalakaar Entertainment']"
Ek Raat Baki,,,['Vikas Baikar'],['Ashish Sawant'],['Vikas Baikar'],['Thriller'],2024 (India),['Hindi'],[]
Wax,,,['Pradeep Singrole'],['Ishaa Kailaash'],"['Maahi Khan', 'Siddharth Raj']",['Drama'],2024 (India),['Hindi'],['India E-Commerce Ltd']
Charlie Champion,,,[],['Sumit Purohit'],[],['Documentary'],,['Hindi'],"['TrainTripper Films', 'TrainTripper Films']"
Attempt One,,,['Bhasker Vishwanathan'],"['Digvijay Singh', 'Bhasker Vishwanathan']","['Chetan Sharma', 'Mahesh Sharma', 'Sanchay Goswami', 'Koyel Das']",['Drama'],,['Hindi'],"['Myrah Films India', 'Myrah Films India']"
The Great Sultana,,,['Sudhish Kumar Sharma'],['Dhaniram Prajapati'],['Raju Kher'],['Drama'],2024 (India),['Hindi'],['Kds Abhua Production']
Asta Changa Pey,,,[],[],[],['Comedy'],,['Hindi'],[]
